./202010/slt20201010/bias-dark/Dark-20201010@212140-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220651-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220118-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220557-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221059-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220746-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215520-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220038-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220029-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220056-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220436-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215759-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221327-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220307-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215633-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215926-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215444-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220840-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215556-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215544-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215456-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220624-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215707-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220945-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220020-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215508-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220047-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220813-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220413-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221136-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220140-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215908-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215833-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221213-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215742-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215608-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215850-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215532-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215433-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215954-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215620-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221404-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220011-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220003-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220530-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220503-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221250-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
